      No     Day     Mon    Year  Qobs_0000000045  Qsim_0000000045
    1656      11       9    1997       57.0400000       50.7446308
    1657      12       9    1997       56.0400000       49.3140506
    1658      13       9    1997       57.0400000      113.7840933
    1659      14       9    1997      226.4900000      218.6264351
    1660      15       9    1997      268.8100000      187.6554273
    1661      16       9    1997      156.6000000      155.1370292
    1662      17       9    1997      120.9400000      133.7630570
    1663      18       9    1997       99.0900000      116.8159120
    1664      19       9    1997       80.5400000      103.7140376
    1665      20       9    1997       78.0900000       94.1135330
    1666      21       9    1997       66.5000000       87.2682685
    1667      22       9    1997       65.4100000       81.6023333
    1668      23       9    1997       60.0900000       76.6690632
    1669      24       9    1997       58.0500000       72.4300524
    1670      25       9    1997       54.0800000       69.0383475
    1671      26       9    1997       56.0400000       66.1123462
    1672      27       9    1997       53.1100000       63.4434630
    1673      28       9    1997       52.1600000       60.9956777
    1674      29       9    1997       51.2100000       58.7467252
    1675      30       9    1997       50.2800000       56.6769020
    1676       1      10    1997       49.3500000       54.7913070
    1677       2      10    1997       53.1100000       53.2454079
    1678       3      10    1997       50.2800000       51.5439289
    1679       4      10    1997       46.6400000       49.9370944
    1680       5      10    1997       45.7600000       48.5208741
    1681       6      10    1997       45.7600000       47.2095587
    1682       7      10    1997       41.4900000       47.7651603
    1683       8      10    1997       43.1600000       56.3774153
    1684       9      10    1997       44.0200000       51.9302520
    1685      10      10    1997       47.5300000       54.0476789
    1686      11      10    1997       54.0800000       62.4047852
    1687      12      10    1997       74.4900000       70.5195375
    1688      13      10    1997      143.9700000       76.0546776
    1689      14      10    1997       84.3100000       66.6832103
    1690      15      10    1997       69.8600000       61.7767036
    1691      16      10    1997       56.0400000       58.8496747
    1692      17      10    1997       54.0800000       56.5258058
    1693      18      10    1997       53.1100000       54.4484743
    1694      19      10    1997       51.2100000       52.4862039
    1695      20      10    1997       46.6400000       50.6744924
    1696      21      10    1997       46.6400000       50.8080489
    1697      22      10    1997       47.5300000       52.7913431
    1698      23      10    1997       47.5300000       49.6105207
    1699      24      10    1997       44.8800000       47.7351487
    1700      25      10    1997       42.3200000       46.2524119
    1701      26      10    1997       41.4900000       44.8868599
    1702      27      10    1997       40.6600000       43.6186936
    1703      28      10    1997       40.6600000       42.4386635
    1704      29      10    1997       39.8500000       41.3385719
    1705      30      10    1997       39.8500000       40.3110521
    1706      31      10    1997       42.3200000       39.4634141
    1707       1      11    1997       41.4900000       39.1251172
    1708       2      11    1997       39.8500000       39.5355666
    1709       3      11    1997       39.0400000       39.5014357
    1710       4      11    1997       37.4600000       38.3775331
    1711       5      11    1997       37.4600000       42.8352552
    1712       6      11    1997       42.3200000       82.0016633
    1713       7      11    1997      263.4300000      260.8076662
    1714       8      11    1997      813.4300000      492.2208757
    1715       9      11    1997      651.7800000      534.3640288
    1716      10      11    1997      565.8500000      560.6156818
    1717      11      11    1997      448.6000000      522.9808393
    1718      12      11    1997      363.3400000      476.3027396
    1719      13      11    1997      415.3500000      503.0144804
    1720      14      11    1997      394.0300000      499.2077779
    1721      15      11    1997      321.8900000      428.1859608
    1722      16      11    1997      276.0100000      360.0312890
    1723      17      11    1997      236.9200000      304.9513211
    1724      18      11    1997      217.8700000      259.6037639
    1725      19      11    1997      190.8300000      222.0120761
    1726      20      11    1997      177.6100000      189.5020636
    1727      21      11    1997      151.8400000      162.6507516
    1728      22      11    1997      142.4100000      140.8090051
    1729      23      11    1997      125.4800000      129.8777824
    1730      24      11    1997      130.0500000      135.8515043
    1731      25      11    1997      128.5200000      125.9395498
    1732      26      11    1997      143.9700000      123.7497109
    1733      27      11    1997      167.8400000      130.2870986
    1734      28      11    1997      166.2300000      136.5673236
    1735      29      11    1997      171.0800000      201.1660559
    1736      30      11    1997      321.8900000      379.5741833
    1737       1      12    1997      494.0600000      493.1612966
    1738       2      12    1997      384.3900000      486.7816074
    1739       3      12    1997      415.3500000      526.5552848
    1740       4      12    1997      472.2600000      549.0779523
    1741       5      12    1997      367.1500000      472.7340571
    1742       6      12    1997      294.1900000      401.5685131
    1743       7      12    1997      267.0200000      342.1090943
    1744       8      12    1997      231.6900000      292.5095248
    1745       9      12    1997      211.0400000      251.3993596
    1746      10      12    1997      190.8300000      219.0058826
    1747      11      12    1997      175.9700000      200.6842932
    1748      12      12    1997      190.8300000      227.2163557
    1749      13      12    1997      235.1700000      263.7390626
    1750      14      12    1997      212.7400000      241.6261004
    1751      15      12    1997      202.5600000      209.8538198
    1752      16      12    1997      179.2500000      182.6040717
    1753      17      12    1997      161.4000000      159.7052430
    1754      18      12    1997      147.1100000      140.3941234
    1755      19      12    1997      143.9700000      137.8290000
    1756      20      12    1997      265.2200000      247.6778224
    1757      21      12    1997      547.8600000      421.9761321
    1758      22      12    1997      413.4000000      425.2424041
    1759      23      12    1997      346.2700000      369.3478774
    1760      24      12    1997      283.2500000      317.2883933
    1761      25      12    1997      243.9300000      273.9280678
    1762      26      12    1997      233.4300000      327.7348535
    1763      27      12    1997      494.0600000      509.6125389
    1764      28      12    1997      413.4000000      483.1270157
    1765      29      12    1997      316.3100000      409.7064516
    1766      30      12    1997      277.8200000      349.3765192
    1767      31      12    1997      250.9800000      299.4504200
    1768       1       1    1998      217.8700000      259.5972942
    1769       2       1    1998      195.8400000      239.7413578
    1770       3       1    1998      197.5100000      269.4291351
    1771       4       1    1998      214.4500000      283.8254451
    1772       5       1    1998      194.1600000      259.7665550
    1773       6       1    1998      190.8300000      226.1569236
    1774       7       1    1998      182.5400000      196.6989794
    1775       8       1    1998      159.8000000      172.2030257
    1776       9       1    1998      147.1100000      152.5501732
    1777      10       1    1998      140.8500000      137.1134992
    1778      11       1    1998      128.5200000      126.2619259
    1779      12       1    1998      130.0500000      118.2578998
    1780      13       1    1998      119.4400000      112.4044215
    1781      14       1    1998      117.9300000      106.8279994
    1782      15       1    1998      110.4900000      102.8221110
    1783      16       1    1998      107.5400000      102.6858477
    1784      17       1    1998      107.5400000      100.9438675
    1785      18       1    1998       99.0900000       96.2798381
    1786      19       1    1998      101.7000000      101.6073095
    1787      20       1    1998      119.4400000      115.9620526
    1788      21       1    1998      117.9300000      113.0445136
    1789      22       1    1998       97.6800000      107.7475175
    1790      23       1    1998      103.1500000      102.5250962
    1791      24       1    1998       97.6800000       97.7018639
    1792      25       1    1998       89.5100000       93.4085732
    1793      26       1    1998       88.2000000       89.5675865
    1794      27       1    1998       85.6000000       86.1383075
    1795      28       1    1998       83.0400000       83.0755384
    1796      29       1    1998       83.0400000       80.3051714
    1797      30       1    1998       80.5400000       77.8804361
    1798      31       1    1998       83.0400000       75.6932660
    1799       1       2    1998       76.8800000       73.6638905
    1800       2       2    1998       71.0000000       71.7738978
    1801       3       2    1998       69.8600000       70.0101237
    1802       4       2    1998       74.4900000       68.3608046
    1803       5       2    1998       68.7300000       66.8153777
    1804       6       2    1998       67.6100000       65.3643514
    1805       7       2    1998       69.8600000       64.0029405
    1806       8       2    1998       61.1400000       62.7559610
    1807       9       2    1998       60.0900000       61.5543146
    1808      10       2    1998       52.1600000       61.0681700
    1809      11       2    1998       53.1100000       64.8878080
    1810      12       2    1998       51.2100000       66.7712260
    1811      13       2    1998       54.0800000       68.3463412
    1812      14       2    1998       54.0800000       71.4793291
    1813      15       2    1998       53.1100000       73.3222518
    1814      16       2    1998       55.0500000       74.5440093
    1815      17       2    1998       53.1100000       76.2780431
    1816      18       2    1998       59.0600000       74.4927635
    1817      19       2    1998       63.2500000       71.3844239
    1818      20       2    1998       59.0600000       71.0112910
    1819      21       2    1998       64.3200000       69.1916309
    1820      22       2    1998       62.1900000       66.3678502
    1821      23       2    1998       63.2500000       64.7785524
    1822      24       2    1998       63.2500000       65.5759996
    1823      25       2    1998       60.0900000       61.8672618
    1824      26       2    1998       61.1400000       58.6228373
    1825      27       2    1998       59.0600000       56.1868129
    1826      28       2    1998       58.0500000       54.3632078
    1827       1       3    1998       61.1400000       65.4824113
    1828       2       3    1998       84.3100000       76.0573869
    1829       3       3    1998       78.0900000       72.7562998
    1830       4       3    1998       62.1900000       71.6056529
    1831       5       3    1998       67.6100000       85.6004660
    1832       6       3    1998      107.5400000      105.5856025
    1833       7       3    1998      104.6100000       96.3018646
    1834       8       3    1998       86.8900000       92.4917897
    1835       9       3    1998       81.7900000       91.6641279
    1836      10       3    1998       79.3100000       86.2551006
    1837      11       3    1998       69.8600000       80.9966087
    1838      12       3    1998       66.5000000       76.6967910
    1839      13       3    1998       66.5000000       73.0934203
    1840      14       3    1998       63.2500000       70.1330538
    1841      15       3    1998       63.2500000       67.7150151
    1842      16       3    1998       59.0600000       65.5753230
    1843      17       3    1998       60.0900000       63.4080278
    1844      18       3    1998       55.0500000       61.7068081
    1845      19       3    1998       56.0400000       59.7847348
    1846      20       3    1998       49.3500000       60.9507422
    1847      21       3    1998       48.4400000       64.2331266
    1848      22       3    1998       53.1100000       60.7389061
    1849      23       3    1998       53.1100000       58.6669903
    1850      24       3    1998       52.1600000       56.9222200
    1851      25       3    1998       49.3500000       55.3366020
    1852      26       3    1998       49.3500000       53.8556682
    1853      27       3    1998       46.6400000       52.5031555
    1854      28       3    1998       44.8800000       51.8788131
    1855      29       3    1998       47.5300000       52.0541004
    1856      30       3    1998       49.3500000       50.9437207
    1857      31       3    1998       45.7600000       49.2808288
    1858       1       4    1998       43.1600000       48.0927022
    1859       2       4    1998       43.1600000       47.0207480
    1860       3       4    1998       44.0200000       46.0449368
    1861       4       4    1998       45.7600000       45.4067861
    1862       5       4    1998       50.2800000       87.3938045
    1863       6       4    1998      205.9400000      159.9216810
    1864       7       4    1998      327.5200000      184.9553953
    1865       8       4    1998      270.9300000      193.7195003
    1866       9       4    1998      232.8800000      193.6520692
    1867      10       4    1998      224.0300000      196.2028108
    1868      11       4    1998      203.1300000      221.1244877
    1869      12       4    1998      215.2600000      248.5608232
    1870      13       4    1998      267.2500000      263.6459883
    1871      14       4    1998      317.9200000      278.5156114
    1872      15       4    1998      267.2500000      274.9378950
    1873      16       4    1998      272.7800000      309.1914664
    1874      17       4    1998      352.7700000      339.8700708
    1875      18       4    1998      354.7300000      360.5819511
    1876      19       4    1998      348.8600000      341.3223894
    1877      20       4    1998      316.0100000      313.2926575
    1878      21       4    1998      276.4800000      274.7956685
    1879      22       4    1998      254.4600000      240.5701589
    1880      23       4    1998      225.8000000      214.1351976
    1881      24       4    1998      215.2600000      187.2473275
    1882      25       4    1998      176.0600000      164.4162036
    1883      26       4    1998      169.4400000      146.9580084
    1884      27       4    1998      174.4000000      130.5591108
    1885      28       4    1998      172.7500000      128.2906346
    1886      29       4    1998      176.0600000      167.3461917
    1887      30       4    1998      245.4100000      170.1174055
    1888       1       5    1998      199.7000000      153.3112708
    1889       2       5    1998      176.0600000      141.2294962
    1890       3       5    1998      164.5200000      128.1723521
    1891       4       5    1998      169.4400000      121.1128224
    1892       5       5    1998      148.3600000      115.1372702
    1893       6       5    1998      137.2800000      106.1468973
    1894       7       5    1998      131.0500000       98.4751527
    1895       8       5    1998      124.8800000       92.0955684
    1896       9       5    1998      118.7700000       86.5699297
    1897      10       5    1998      109.7500000       81.8931315
    1898      11       5    1998      118.7700000       78.1624094
    1899      12       5    1998      112.7400000       75.0742941
    1900      13       5    1998      112.7400000       72.7753235
    1901      14       5    1998      111.2400000       71.3055332
    1902      15       5    1998      111.2400000       68.6769381
    1903      16       5    1998      101.0100000       66.6264707
    1904      17       5    1998       97.1000000       68.2528860
    1905      18       5    1998       90.7200000       71.3216074
    1906      19       5    1998       97.1000000       69.0956764
    1907      20       5    1998       83.3000000       65.4573526
    1908      21       5    1998       89.4700000       63.0008529
    1909      22       5    1998       86.9800000       61.3522385
    1910      23       5    1998       86.9800000       59.8637474
    1911      24       5    1998       86.9800000       66.9687391
    1912      25       5    1998       95.8100000       75.8153404
    1913      26       5    1998       89.4700000       68.3406073
    1914      27       5    1998       90.7200000       64.6432701
    1915      28       5    1998       85.7500000       62.4382450
    1916      29       5    1998       89.4700000       60.8053322
    1917      30       5    1998       82.0900000       61.8783505
    1918      31       5    1998       74.9600000       60.8024966
    1919       1       6    1998       85.7500000       60.2111728
    1920       2       6    1998       85.7500000       57.1748781
    1921       3       6    1998       88.2200000       54.8679206
    1922       4       6    1998       80.8900000       53.3522546
    1923       5       6    1998       84.5200000       51.9750225
    1924       6       6    1998       80.8900000       50.6902985
    1925       7       6    1998       74.9600000       49.4888253
    1926       8       6    1998       76.1300000       59.8520781
    1927       9       6    1998       88.2200000       67.0155126
    1928      10       6    1998       79.6900000       56.7737054
    1929      11       6    1998       80.8900000       65.5766428
    1930      12       6    1998      102.3300000       86.0064740
    1931      13       6    1998      111.2400000       74.6820659
    1932      14       6    1998       86.9800000       67.1420084
    1933      15       6    1998       85.7500000       64.8605056
    1934      16       6    1998       79.6900000       74.6586445
    1935      17       6    1998       85.7500000       84.9100490
    1936      18       6    1998       93.2500000       76.4523511
    1937      19       6    1998       88.2200000       70.3717280
    1938      20       6    1998       84.5200000       66.3450155
    1939      21       6    1998       80.8900000       63.2768308
    1940      22       6    1998       65.8400000       61.4658533
    1941      23       6    1998       68.0800000       68.4374841
    1942      24       6    1998      102.3300000       79.4661576
    1943      25       6    1998      102.3300000       71.6062855
    1944      26       6    1998       77.3100000       65.3537501
    1945      27       6    1998       73.8000000       62.0156114
    1946      28       6    1998       70.3500000       60.7192933
    1947      29       6    1998       72.6400000       60.6556187
    1948      30       6    1998       66.9500000       57.5772028
    1949       1       7    1998       68.0800000       55.0176236
    1950       2       7    1998       73.8000000       72.2942479
    1951       3       7    1998       99.7000000      152.3668952
    1952       4       7    1998      323.6800000      192.8200107
    1953       5       7    1998      259.9200000      164.2098464
    1954       6       7    1998      176.0600000      142.1748453
    1955       7       7    1998      151.5600000      165.3508123
    1956       8       7    1998      344.9600000      251.3949228
    1957       9       7    1998      249.0200000      230.2437482
    1958      10       7    1998      176.0600000      193.6747439
    1959      11       7    1998      142.0100000      167.4015950
    1960      12       7    1998      118.7700000      151.6693373
    1961      13       7    1998      111.2400000      143.2167402
    1962      14       7    1998      171.0900000      247.4425395
    1963      15       7    1998      756.9900000      441.6995651
    1964      16       7    1998      422.6100000      409.4893438
    1965      17       7    1998      280.1900000      341.7166860
    1966      18       7    1998      203.1300000      288.6730796
    1967      19       7    1998      149.9600000      244.9134743
    1968      20       7    1998      143.5900000      208.9258196
    1969      21       7    1998      124.8800000      179.4786846
    1970      22       7    1998      111.2400000      155.1845101
    1971      23       7    1998      109.7500000      135.4124328
    1972      24       7    1998      104.9800000      119.8249106
    1973      25       7    1998      102.3300000      126.2164400
    1974      26       7    1998      154.7800000      139.1781435
    1975      27       7    1998      118.7700000      120.4666910
    1976      28       7    1998      127.9500000      128.8802784
    1977      29       7    1998      145.1700000      150.9557363
    1978      30       7    1998      117.2600000      132.1917535
    1979      31       7    1998       99.7000000      115.2548005
    1980       1       8    1998       94.5300000      103.3537523
    1981       2       8    1998       80.8900000       94.9062129
    1982       3       8    1998       80.8900000       89.3328162
    1983       4       8    1998       82.0900000       99.3471907
    1984       5       8    1998       91.9900000      117.1472046
    1985       6       8    1998       98.4000000      102.3327806
    1986       7       8    1998       82.0900000       91.8195637
    1987       8       8    1998       74.9600000       86.0585124
    1988       9       8    1998       73.8000000       81.9252410
    1989      10       8    1998       72.6400000       78.3234753
    1990      11       8    1998       70.3500000       75.0382904
    1991      12       8    1998       66.9500000       72.0314193
    1992      13       8    1998       63.6200000       69.3079445
    1993      14       8    1998       61.4400000       66.9960079
    1994      15       8    1998       61.4400000       64.6103174
    1995      16       8    1998       57.1400000       62.3530720
    1996      17       8    1998       57.1400000       60.3695416
    1997      18       8    1998       57.1400000       73.3153633
    1998      19       8    1998       71.4900000       92.2449700
    1999      20       8    1998       79.6900000       74.0796908
    2000      21       8    1998       68.0800000       69.6932494
    2001      22       8    1998       71.4900000      105.5079295
    2002      23       8    1998      127.9500000      143.6244303
    2003      24       8    1998      129.5000000      131.5324556
    2004      25       8    1998      114.2400000      139.0641588
    2005      26       8    1998      112.7400000      124.1262948
    2006      27       8    1998      106.3200000      157.6398461
    2007      28       8    1998      227.5600000      261.4925905
    2008      29       8    1998      232.8800000      239.5769666
    2009      30       8    1998      159.6300000      202.1790391
    2010      31       8    1998      127.9500000      173.6600197
    2011       1       9    1998      107.6700000      150.2153282
    2012       2       9    1998      101.0100000      131.4186053
    2013       3       9    1998       84.5200000      118.9147036
    2014       4       9    1998       86.9800000      126.6761632
    2015       5       9    1998      101.0100000      219.0332171
    2016       6       9    1998      574.6400000      411.7909824
    2017       7       9    1998      384.3900000      397.3608096
    2018       8       9    1998      258.1000000      334.0056113
    2019       9       9    1998      186.1000000      283.3870591
    2020      10       9    1998      153.1700000      241.5607119
    2021      11       9    1998      140.4300000      221.8420720
    2022      12       9    1998      176.0600000      285.4857517
    2023      13       9    1998      406.4300000      446.1892973
    2024      14       9    1998      453.2600000      508.8835018
    2025      15       9    1998      386.3800000      451.3534791
    2026      16       9    1998      283.9100000      382.2553922
    2027      17       9    1998      227.5600000      335.7536486
    2028      18       9    1998      224.0300000      321.7397699
    2029      19       9    1998      189.4800000      283.0337070
    2030      20       9    1998      166.1600000      242.3360967
    2031      21       9    1998      153.1700000      208.5347760
    2032      22       9    1998      143.5900000      180.2970623
    2033      23       9    1998      132.6000000      156.6453566
    2034      24       9    1998      123.3400000      137.2745096
    2035      25       9    1998      115.7500000      122.8420337
    2036      26       9    1998      118.7700000      121.8846786
    2037      27       9    1998      129.5000000      172.8030405
    2038      28       9    1998      240.0200000      244.1811314
    2039      29       9    1998      236.4500000      251.7141764
    2040      30       9    1998      210.0400000      241.7538776
    2041       1      10    1998      229.3300000      302.1417045
    2042       2      10    1998      394.3800000      375.0753327
    2043       3      10    1998      325.6000000      355.6940312
    2044       4      10    1998      293.2700000      344.4809310
    2045       5      10    1998      272.7800000      421.4441825
    2046       6      10    1998      685.8600000      690.5303899
    2047       7      10    1998     1265.5000000      908.6404950
    2048       8      10    1998     1021.9000000      950.2197900
    2049       9      10    1998      692.2300000      858.9269536
    2050      10      10    1998      545.0100000      754.7097678
    2051      11      10    1998      447.1000000      640.9624197
    2052      12      10    1998      398.3900000      546.4793163
    2053      13      10    1998      341.0700000      483.7688971
    2054      14      10    1998      302.7000000      417.8264583
    2055      15      10    1998      269.0900000      357.2342734
    2056      16      10    1998      249.0200000      306.9464720
    2057      17      10    1998      236.4500000      265.1418401
    2058      18      10    1998      234.6600000      324.7063599
    2059      19      10    1998      602.7800000      577.8602831
    2060      20      10    1998      864.4800000      721.9835701
    2061      21      10    1998      555.8500000      655.0463988
    2062      22      10    1998      434.8700000      554.4370259
    2063      23      10    1998      357.6300000      472.1607879
    2064      24      10    1998      305.2100000      404.0258096
    2065      25      10    1998      288.7100000      364.3165089
    2066      26      10    1998      274.2100000      354.0425974
    2067      27      10    1998      245.6900000      318.2982943
    2068      28      10    1998      229.9500000      278.0806978
    2069      29      10    1998      223.0300000      278.2998847
    2070      30      10    1998      276.0100000      328.9760751
    2071      31      10    1998      236.9200000      300.4068556
    2072       1      11    1998      204.2500000      262.6281101
    2073       2      11    1998      200.8700000      240.3189077
    2074       3      11    1998      192.4900000      262.4615516
    2075       4      11    1998      432.9100000      521.6515042
    2076       5      11    1998     1423.1000000      933.2119966
    2077       6      11    1998      925.3500000      909.3832498
    2078       7      11    1998      599.8500000      770.8150385
    2079       8      11    1998      490.0900000      654.7443129
    2080       9      11    1998      425.0900000      561.8406549
    2081      10      11    1998      363.3400000      496.9158447
    2082      11      11    1998      340.6100000      461.0102176
    2083      12      11    1998      297.8500000      403.0725543
    2084      13      11    1998      276.0100000      347.8684347
    2085      14      11    1998      258.0800000      327.2672993
    2086      15      11    1998      261.6500000      343.1028492
    2087      16      11    1998      270.6100000      308.7065312
    2088      17      11    1998      243.9300000      270.2363500
    2089      18      11    1998      236.9200000      237.5840900
    2090      19      11    1998      226.4900000      210.1334929
    2091      20      11    1998      212.7400000      187.0587563
    2092      21      11    1998      200.8700000      168.3609386
    2093      22      11    1998      190.8300000      153.6736779
    2094      23      11    1998      169.4600000      142.2515123
    2095      24      11    1998      148.6800000      135.0740242
    2096      25      11    1998      150.2600000      130.5245964
    2097      26      11    1998      139.3000000      127.1687625
    2098      27      11    1998      139.3000000      123.7821776
    2099      28      11    1998      131.5800000      119.8221335
    2100      29      11    1998      133.1200000      115.7983652
    2101      30      11    1998      119.4400000      112.2630028
    2102       1      12    1998      127.0000000      108.9949472
    2103       2      12    1998      114.9500000      105.9587423
    2104       3      12    1998      116.4400000      103.1377420
    2105       4      12    1998      110.4900000      100.5129566
    2106       5      12    1998      111.9700000       98.0655552
    2107       6      12    1998      104.6100000       95.7786606
    2108       7      12    1998      106.0800000       93.6371583
    2109       8      12    1998      107.5400000       91.6275010
    2110       9      12    1998       93.5400000       89.7375363
    2111      10      12    1998       93.5400000       87.9563545
    2112      11      12    1998       94.9100000       86.2741537
    2113      12      12    1998       92.1900000       84.6821206
    2114      13      12    1998       89.5100000       83.1857315
    2115      14      12    1998       89.5100000       82.2836176
    2116      15      12    1998       92.1900000       82.1761687
    2117      16      12    1998       88.2000000       82.4919406
    2118      17      12    1998       89.5100000       81.6499131
    2119      18      12    1998       85.6000000       80.1354327
    2120      19      12    1998       85.6000000       79.0244675
    2121      20      12    1998       85.6000000       77.6190024
    2122      21      12    1998       86.8900000       76.2698820
    2123      22      12    1998       83.0400000       75.0342714
    2124      23      12    1998       80.5400000       73.8552507
    2125      24      12    1998       76.8800000       72.7261706
    2126      25      12    1998       79.3100000       71.6429641
    2127      26      12    1998       71.0000000       70.6019788
    2128      27      12    1998       69.8600000       69.6014266
    2129      28      12    1998       71.0000000       69.0383314
    2130      29      12    1998       75.6800000       69.3047324
    2131      30      12    1998       81.7900000       68.9274317
    2132      31      12    1998       86.8900000       67.8772776
    2133       1       1    1999       84.3180000       66.8879173
    2134       2       1    1999       78.0900000       68.2152858
    2135       3       1    1999       81.7910000       76.1938301
    2136       4       1    1999      103.1560000       76.3565167
    2137       5       1    1999      113.4620000       76.9865442
    2138       6       1    1999      109.0200000       80.7364414
    2139       7       1    1999      104.6160000       89.1558321
    2140       8       1    1999      107.5480000      101.4842151
    2141       9       1    1999      116.4430000      117.6014217
    2142      10       1    1999      128.5260000      116.9725239
    2143      11       1    1999      127.0020000      108.6872226
    2144      12       1    1999      127.0020000      111.1658726
    2145      13       1    1999      158.2010000      120.3230428
    2146      14       1    1999      158.2010000      114.6893969
    2147      15       1    1999      147.1130000      107.3137042
    2148      16       1    1999      130.0540000      101.5190282
    2149      17       1    1999      122.4530000      102.1800823
    2150      18       1    1999      120.9440000      105.8612934
    2151      19       1    1999      122.4530000      104.1162078
    2152      20       1    1999      119.4400000       98.8480179
    2153      21       1    1999      109.0200000       93.4634333
    2154      22       1    1999       99.0910000       88.7526580
    2155      23       1    1999       97.6860000       85.2335732
    2156      24       1    1999       93.5460000       82.3269877
    2157      25       1    1999       86.8940000       79.6633986
    2158      26       1    1999       81.7910000       80.9829785
    2159      27       1    1999       83.0490000       91.4273848
    2160      28       1    1999       85.6000000       94.5166103
    2161      29       1    1999       85.6000000       88.3102070
    2162      30       1    1999       79.3120000       83.5845154
    2163      31       1    1999       73.3190000       79.9292686
    2164       1       2    1999       73.3190000       77.1505725
    2165       2       2    1999       72.1550000       74.7332088
    2166       3       2    1999       71.0030000       72.9395094
    2167       4       2    1999       68.7330000       74.8638181
    2168       5       2    1999       67.6150000       79.8251869
    2169       6       2    1999       69.8620000       80.3347832
    2170       7       2    1999       67.6150000       89.5859810
    2171       8       2    1999       69.8620000      106.8504182
    2172       9       2    1999       69.8620000      104.4563956
    2173      10       2    1999       90.8480000      136.8355047
    2174      11       2    1999      127.0020000      136.1026491
    2175      12       2    1999      130.0540000      124.0182261
    2176      13       2    1999      122.4530000      113.2503558
    2177      14       2    1999       94.9130000      104.0044019
    2178      15       2    1999       89.5180000       96.0462576
    2179      16       2    1999       85.6000000       89.1757405
    2180      17       2    1999       85.6000000       83.3571080
    2181      18       2    1999       83.0490000       78.9243954
    2182      19       2    1999       79.3120000       74.5594563
    2183      20       2    1999       78.0900000       73.9730251
    2184      21       2    1999       88.2000000       84.8318157
    2185      22       2    1999      127.0020000      108.1551459
    2186      23       2    1999      217.8770000      130.6931101
    2187      24       2    1999      192.4970000      122.0890219
    2188      25       2    1999      158.2010000      113.8594751
    2189      26       2    1999      142.4150000      106.3560719
    2190      27       2    1999      133.1210000      109.4963793
    2191      28       2    1999      142.4150000      122.7289222
    2192       1       3    1999      147.1130000      132.6223700
    2193       2       3    1999      166.2300000      145.3551901
    2194       3       3    1999      211.7850000      177.2551861
    2195       4       3    1999      265.4200000      279.3400324
    2196       5       3    1999      370.4910000      425.3169212
    2197       6       3    1999      368.5140000      469.6244979
    2198       7       3    1999      319.8440000      468.3560158
    2199       8       3    1999      267.2570000      426.9951503
    2200       9       3    1999      227.5680000      374.7323018
    2201      10       3    1999      206.5860000      338.8344642
    2202      11       3    1999      206.5860000      319.7908381
    2203      12       3    1999      199.7030000      299.7251900
    2204      13       3    1999      192.8770000      276.3476206
    2205      14       3    1999      187.7960000      259.6592075
    2206      15       3    1999      177.7320000      245.4270275
    2207      16       3    1999      181.0710000      234.4355625
    2208      17       3    1999      177.7320000      213.2585166
    2209      18       3    1999      151.5640000      187.6561667
    2210      19       3    1999      143.5930000      165.5415483
    2211      20       3    1999      134.1620000      149.3290534
    2212      21       3    1999      120.2970000      137.7584190
    2213      22       3    1999      124.8810000      145.9771493
    2214      23       3    1999      142.0110000      186.0360704
    2215      24       3    1999      143.5930000      179.8346709
    2216      25       3    1999      140.4330000      168.7553125
    2217      26       3    1999      132.6050000      170.1607841
    2218      27       3    1999      135.7230000      231.7334507
    2219      28       3    1999      245.4180000      294.1431430
    2220      29       3    1999      240.0290000      310.3909483
    2221      30       3    1999      243.6190000      279.8623337
    2222      31       3    1999      208.3160000      244.8771367
    2223       1       4    1999      186.1090000      215.6464774
    2224       2       4    1999      164.5240000      192.3308667
    2225       3       4    1999      156.3940000      173.8404915
    2226       4       4    1999      146.7690000      159.6324840
    2227       5       4    1999      140.4330000      151.1637451
    2228       6       4    1999      131.0510000      142.3927724
    2229       7       4    1999      134.1620000      172.3546258
    2230       8       4    1999      231.1120000      289.2034775
    2231       9       4    1999      310.2960000      320.2621499
    2232      10       4    1999      256.2820000      284.6759484
    2233      11       4    1999      224.0370000      246.0536685
    2234      12       4    1999      184.4260000      228.6610108
    2235      13       4    1999      215.2690000      274.7417697
    2236      14       4    1999      261.7560000      289.3800213
    2237      15       4    1999      232.8890000      273.1506208
    2238      16       4    1999      252.6480000      345.3419567
    2239      17       4    1999      707.1820000      518.4277758
    2240      18       4    1999      513.9480000      563.1593401
    2241      19       4    1999      432.9150000      516.4482223
    2242      20       4    1999      384.3970000      466.0152298
    2243      21       4    1999      320.0280000      416.3711906
    2244      22       4    1999      331.2290000      422.9604187
    2245      23       4    1999      417.2980000      431.5871035
    2246      24       4    1999      327.4870000      383.3302778
    2247      25       4    1999      294.1930000      332.6180720
    2248      26       4    1999      277.8230000      289.5577383
    2249      27       4    1999      254.5320000      254.3175057
    2250      28       4    1999      243.9330000      225.3264895
    2251      29       4    1999      224.7610000      197.6773004
    2252      30       4    1999      223.0360000      173.6306930
    2253       1       5    1999      217.8770000      154.1275503
    2254       2       5    1999      216.1630000      140.7517792
    2255       3       5    1999      205.9460000      129.7680000
    2256       4       5    1999      184.1960000      135.2509970
    2257       5       5    1999      217.8770000      170.3998869
    2258       6       5    1999      242.1760000      160.9327927
    2259       7       5    1999      217.8770000      143.1171653
    2260       8       5    1999      199.1960000      140.9423563
    2261       9       5    1999      190.8300000      157.5242260
    2262      10       5    1999      200.8790000      147.4158610
