      No     Day     Mon    Year  Qobs_0000000045  Qsim_0000000045
    2747       6       9    2000       57.0000000       62.4261326
    2748       7       9    2000       54.1000000       63.3536420
    2749       8       9    2000       53.1000000       60.0692137
    2750       9       9    2000       52.2000000       56.9002745
    2751      10       9    2000       49.4000000       54.6932789
    2752      11       9    2000       43.2000000       52.7085058
    2753      12       9    2000       44.9000000       50.8817742
    2754      13       9    2000       46.6000000       49.1969435
    2755      14       9    2000       42.3000000       47.6401645
    2756      15       9    2000       39.9000000       46.1990526
    2757      16       9    2000       40.7000000       70.8072994
    2758      17       9    2000       62.2000000       95.5104994
    2759      18       9    2000       69.9000000       72.6880697
    2760      19       9    2000       64.3000000       68.4973551
    2761      20       9    2000       62.2000000       75.6501232
    2762      21       9    2000       63.3000000       90.3369642
    2763      22       9    2000       72.2000000       82.6868679
    2764      23       9    2000       72.2000000       74.2089172
    2765      24       9    2000       60.1000000       68.9451523
    2766      25       9    2000       54.1000000       64.6116675
    2767      26       9    2000       51.2000000       60.8458067
    2768      27       9    2000       51.2000000       57.8029291
    2769      28       9    2000       47.5000000       55.3875074
    2770      29       9    2000       46.6000000       53.2246531
    2771      30       9    2000       45.8000000       70.2918182
    2772       1      10    2000       78.1000000      143.0968049
    2773       2      10    2000      320.0000000      242.0313316
    2774       3      10    2000      291.0000000      272.7305586
    2775       4      10    2000      272.0000000      275.0405457
    2776       5      10    2000      216.0000000      238.0252724
    2777       6      10    2000      166.0000000      214.3826225
    2778       7      10    2000      166.0000000      261.3703306
    2779       8      10    2000      278.0000000      331.5631139
    2780       9      10    2000      302.0000000      308.3937111
    2781      10      10    2000      239.0000000      332.8729548
    2782      11      10    2000      371.0000000      409.2028421
    2783      12      10    2000      381.0000000      404.4159838
    2784      13      10    2000      400.0000000      369.2062864
    2785      14      10    2000      294.0000000      315.2590757
    2786      15      10    2000      228.0000000      267.9884000
    2787      16      10    2000      188.0000000      239.2397917
    2788      17      10    2000      166.0000000      207.1481861
    2789      18      10    2000      149.0000000      179.3339502
    2790      19      10    2000      149.0000000      167.6201854
    2791      20      10    2000      138.0000000      159.9938608
    2792      21      10    2000      129.0000000      142.2838986
    2793      22      10    2000      119.0000000      125.3799119
    2794      23      10    2000      112.0000000      112.0989175
    2795      24      10    2000      102.0000000      101.8259024
    2796      25      10    2000       94.9000000       93.3094655
    2797      26      10    2000       93.5000000       86.3457158
    2798      27      10    2000       93.5000000       81.6044466
    2799      28      10    2000       88.2000000       77.9447665
    2800      29      10    2000       81.8000000       74.6389866
    2801      30      10    2000       78.1000000       77.8557182
    2802      31      10    2000       84.3000000      128.7783505
    2803       1      11    2000      298.0000000      248.2576410
    2804       2      11    2000      339.0000000      273.8085320
    2805       3      11    2000      263.0000000      335.8559854
    2806       4      11    2000      839.0000000      557.3888257
    2807       5      11    2000      862.0000000      638.6146464
    2808       6      11    2000      574.0000000      676.6248070
    2809       7      11    2000     1255.0000000      928.5029009
    2810       8      11    2000     1092.0000000      995.2883828
    2811       9      11    2000      872.0000000      966.4960896
    2812      10      11    2000      663.0000000      856.5226112
    2813      11      11    2000      520.0000000      725.2059442
    2814      12      11    2000      445.0000000      612.5705498
    2815      13      11    2000      398.0000000      555.9316392
    2816      14      11    2000      510.0000000      612.8800329
    2817      15      11    2000      841.0000000      746.7148243
    2818      16      11    2000     1064.0000000      888.6433862
    2819      17      11    2000     1087.0000000      921.2284290
    2820      18      11    2000      970.0000000      922.7154225
    2821      19      11    2000      740.0000000      846.3130833
    2822      20      11    2000      610.0000000      812.7510676
    2823      21      11    2000      904.0000000      927.3070924
    2824      22      11    2000     1122.0000000      949.4301267
    2825      23      11    2000      738.0000000      830.7554474
    2826      24      11    2000      594.0000000      751.9863164
    2827      25      11    2000      670.0000000      813.5189480
    2828      26      11    2000      695.0000000      775.9220430
    2829      27      11    2000      559.0000000      666.8720912
    2830      28      11    2000      466.0000000      566.2055787
    2831      29      11    2000      414.0000000      483.1769096
    2832      30      11    2000      373.0000000      414.3452901
    2833       1      12    2000      338.0000000      357.1312141
    2834       2      12    2000      307.0000000      309.4642765
    2835       3      12    2000      291.0000000      269.6612300
    2836       4      12    2000      266.0000000      236.3499522
    2837       5      12    2000      262.0000000      208.4138307
    2838       6      12    2000      244.0000000      185.1321196
    2839       7      12    2000      240.0000000      166.2394385
    2840       8      12    2000      232.0000000      157.2181649
    2841       9      12    2000      252.0000000      196.1720159
    2842      10      12    2000      387.0000000      262.1807042
    2843      11      12    2000      318.0000000      243.8448175
    2844      12      12    2000      280.0000000      213.4109834
    2845      13      12    2000      252.0000000      189.6592036
    2846      14      12    2000      228.0000000      178.2005615
    2847      15      12    2000      262.0000000      252.3840619
    2848      16      12    2000      445.0000000      384.4147166
    2849      17      12    2000      363.0000000      360.3364131
    2850      18      12    2000      309.0000000      312.5368595
    2851      19      12    2000      289.0000000      272.1284783
    2852      20      12    2000      260.0000000      238.3129790
    2853      21      12    2000      238.0000000      210.1002453
    2854      22      12    2000      228.0000000      186.6720764
    2855      23      12    2000      213.0000000      167.7229424
    2856      24      12    2000      203.0000000      152.7827770
    2857      25      12    2000      213.0000000      186.2358066
    2858      26      12    2000      305.0000000      279.7540447
    2859      27      12    2000      355.0000000      349.2141298
    2860      28      12    2000      477.0000000      441.3211048
    2861      29      12    2000      464.0000000      481.5398299
    2862      30      12    2000      454.0000000      481.5960373
    2863      31      12    2000      390.0000000      420.1959945
    2864       1       1    2001      322.0030000      363.2839767
    2865       2       1    2001      302.7650000      324.9441233
    2866       3       1    2001      300.8580000      319.6140894
    2867       4       1    2001      325.8860000      303.8486941
    2868       5       1    2001      300.8580000      281.0638834
    2869       6       1    2001      289.4790000      278.4187923
    2870       7       1    2001      339.5680000      356.4885578
    2871       8       1    2001      565.4720000      482.1539625
    2872       9       1    2001      767.2330000      600.5447558
    2873      10       1    2001      513.2560000      544.9789311
    2874      11       1    2001      418.1980000      470.6426839
    2875      12       1    2001      355.3730000      409.9852866
    2876      13       1    2001      310.4240000      354.9093862
    2877      14       1    2001      289.4790000      307.6549035
    2878      15       1    2001      249.6140000      268.2477276
    2879      16       1    2001      239.7970000      235.3445257
    2880      17       1    2001      220.7600000      207.9708174
    2881      18       1    2001      213.3650000      185.2739144
    2882      19       1    2001      207.9010000      166.6376254
    2883      20       1    2001      202.5070000      152.8308961
    2884      21       1    2001      195.4220000      142.5064286
    2885      22       1    2001      195.4220000      135.0172864
    2886      23       1    2001      190.1890000      134.6625672
    2887      24       1    2001      179.9290000      165.5798975
    2888      25       1    2001      320.0660000      356.3296284
    2889      26       1    2001      964.6390000      625.9515071
    2890      27       1    2001      611.8470000      625.0171450
    2891      28       1    2001      506.7960000      596.8760147
    2892      29       1    2001      424.4020000      530.8932870
    2893      30       1    2001      359.3520000      468.4421143
    2894      31       1    2001      329.7810000      409.9432781
    2895       1       2    2001      287.5940000      354.7568173
    2896       2       2    2001      261.6580000      308.4240429
    2897       3       2    2001      232.0870000      269.7713757
    2898       4       2    2001      230.1800000      242.3991439
    2899       5       2    2001      215.2020000      229.6334621
    2900       6       2    2001      218.8990000      220.2400106
    2901       7       2    2001      206.0950000      203.6688318
    2902       8       2    2001      197.1820000      198.4068585
    2903       9       2    2001      204.2970000      236.0663995
    2904      10       2    2001      239.7970000      254.6651716
    2905      11       2    2001      211.5360000      232.5041388
    2906      12       2    2001      186.7390000      207.0596104
    2907      13       2    2001      176.5700000      187.6909834
    2908      14       2    2001      169.9410000      171.7144399
    2909      15       2    2001      157.0420000      157.8519614
    2910      16       2    2001      150.7700000      148.4765140
    2911      17       2    2001      144.6150000      142.8145672
    2912      18       2    2001      135.6010000      136.1227177
    2913      19       2    2001      135.6010000      130.2550331
    2914      20       2    2001      123.9860000      124.4158792
    2915      21       2    2001      125.4130000      119.0082726
    2916      22       2    2001      121.1540000      114.4812684
    2917      23       2    2001      115.5730000      114.3774253
    2918      24       2    2001      114.1960000      115.5858298
    2919      25       2    2001      111.4620000      111.5379548
    2920      26       2    2001      110.1060000      108.2360885
    2921      27       2    2001      102.1130000      105.2335578
    2922      28       2    2001      100.8060000      102.4464218
    2923       1       3    2001      108.7560000       99.9792505
    2924       2       3    2001      107.4140000      113.3339549
    2925       3       3    2001      190.1890000      192.8204542
    2926       4       3    2001      426.4740000      374.9950184
    2927       5       3    2001      910.4400000      588.3330644
    2928       6       3    2001      726.5470000      641.6194670
    2929       7       3    2001      496.7470000      565.6024284
    2930       8       3    2001      412.4900000      485.3240491
    2931       9       3    2001      354.7370000      452.6338292
    2932      10       3    2001      376.4350000      445.4022024
    2933      11       3    2001      335.2540000      395.0961670
    2934      12       3    2001      285.7850000      357.3064505
    2935      13       3    2001      416.5350000      438.9039018
    2936      14       3    2001      728.7090000      569.3434384
    2937      15       3    2001      467.6860000      525.7542192
    2938      16       3    2001      394.3810000      458.6762039
    2939      17       3    2001      339.1320000      418.2002124
    2940      18       3    2001      339.1320000      419.0439853
    2941      19       3    2001      317.9290000      395.3244930
    2942      20       3    2001      321.7610000      382.8605461
    2943      21       3    2001      302.7050000      343.0416703
    2944      22       3    2001      291.4000000      320.4480056
    2945      23       3    2001      302.7050000      306.5159716
    2946      24       3    2001      289.5260000      277.6227755
    2947      25       3    2001      263.5860000      263.1532046
    2948      26       3    2001      291.4000000      298.9077985
    2949      27       3    2001      302.7050000      320.9034397
    2950      28       3    2001      302.7050000      301.7471625
    2951      29       3    2001      278.3390000      306.4260389
    2952      30       3    2001      337.1920000      328.4221546
    2953      31       3    2001      339.1320000      317.0964616
    2954       1       4    2001      293.2770000      282.2073031
    2955       2       4    2001      265.4200000      247.8132297
    2956       3       4    2001      229.3380000      221.0340121
    2957       4       4    2001      217.0160000      204.0279784
    2958       5       4    2001      231.1120000      221.3780425
    2959       6       4    2001      249.0270000      243.5980724
    2960       7       4    2001      232.8890000      245.4449779
    2961       8       4    2001      272.7840000      302.5053502
    2962       9       4    2001      302.7050000      304.3183103
    2963      10       4    2001      258.1030000      270.1018411
    2964      11       4    2001      241.8220000      262.2597547
    2965      12       4    2001      265.4200000      294.1444748
    2966      13       4    2001      238.2390000      270.6991474
    2967      14       4    2001      215.2690000      237.4723173
    2968      15       4    2001      206.5860000      209.5235838
    2969      16       4    2001      187.7960000      195.8933681
    2970      17       4    2001      196.2830000      204.5936992
    2971      18       4    2001      179.4000000      193.4885587
    2972      19       4    2001      177.7320000      185.8708086
    2973      20       4    2001      181.0710000      216.1884636
    2974      21       4    2001      231.1120000      258.5766438
    2975      22       4    2001      250.8360000      258.5616897
    2976      23       4    2001      227.5680000      231.2066917
    2977      24       4    2001      201.4190000      204.4204554
    2978      25       4    2001      166.1610000      181.6594820
    2979      26       4    2001      176.0670000      172.9643428
    2980      27       4    2001      191.1800000      185.8589313
    2981      28       4    2001      176.0670000      173.8902442
    2982      29       4    2001      166.1610000      158.3905679
    2983      30       4    2001      164.5240000      146.8074760
    2984       1       5    2001      158.0120000      137.1461952
    2985       2       5    2001      154.7800000      128.9360553
    2986       3       5    2001      158.0120000      122.8390759
    2987       4       5    2001      162.8900000      119.7964900
    2988       5       5    2001      161.2600000      127.9480026
    2989       6       5    2001      176.0670000      138.1629295
    2990       7       5    2001      174.4070000      134.1752359
    2991       8       5    2001      164.5240000      126.0484237
    2992       9       5    2001      161.2600000      120.1752827
    2993      10       5    2001      156.3940000      115.7135857
    2994      11       5    2001      146.7690000      111.7881419
    2995      12       5    2001      148.3630000      108.2421216
    2996      13       5    2001      137.2890000      104.9699387
    2997      14       5    2001      135.7230000      101.9429221
    2998      15       5    2001      132.6050000       99.1563762
    2999      16       5    2001      137.2890000       96.9824751
    3000      17       5    2001      132.6050000       95.1018901
    3001      18       5    2001      131.0510000      104.2446314
    3002      19       5    2001      151.5640000      113.1662260
    3003      20       5    2001      156.3940000      102.7443461
    3004      21       5    2001      132.6050000      104.8751140
    3005      22       5    2001      138.8590000      109.8013426
    3006      23       5    2001      131.0510000      102.3617095
    3007      24       5    2001      127.9580000       98.5062486
    3008      25       5    2001      118.7780000       95.5969450
    3009      26       5    2001      117.2630000       92.9239697
    3010      27       5    2001      111.2470000       90.4421066
    3011      28       5    2001      106.3270000       88.1326020
    3012      29       5    2001      107.6730000       85.9789498
    3013      30       5    2001      108.2640000       94.1335703
    3014      31       5    2001      154.7800000      132.0643501
    3015       1       6    2001      237.8580000      159.6338632
    3016       2       6    2001      161.8230000      135.4926114
    3017       3       6    2001      138.5770000      131.3782243
    3018       4       6    2001      150.7700000      136.5017629
    3019       5       6    2001      128.2880000      126.4340747
    3020       6       6    2001      118.3490000      120.8901937
    3021       7       6    2001      114.1960000      122.5756593
    3022       8       6    2001       99.5050000      112.7366473
    3023       9       6    2001      106.0780000      105.8224162
    3024      10       6    2001      100.8060000      101.8845058
    3025      11       6    2001      118.3490000      119.5955872
    3026      12       6    2001      197.1820000      154.9892122
    3027      13       6    2001      176.5700000      138.2359243
    3028      14       6    2001      140.0760000      124.1615534
    3029      15       6    2001      135.6010000      118.5595727
    3030      16       6    2001      111.4620000      110.9868050
    3031      17       6    2001      108.7560000      128.5138038
    3032      18       6    2001      169.9410000      166.5097630
    3033      19       6    2001      152.3270000      149.9845204
    3034      20       6    2001      128.2880000      133.8645597
    3035      21       6    2001      116.9580000      122.8417839
    3036      22       6    2001      108.7560000      113.7284935
    3037      23       6    2001      100.8060000      106.6884237
    3038      24       6    2001       90.5900000      101.4639481
    3039      25       6    2001       83.2150000       97.3209439
    3040      26       6    2001       82.0090000       93.7869403
    3041      27       6    2001       85.6460000       90.5595712
    3042      28       6    2001       82.0090000       88.9236546
    3043      29       6    2001       79.6180000       90.1033451
    3044      30       6    2001       84.4270000       93.2283970
    3045       1       7    2001       84.4270000      101.6643418
    3046       2       7    2001       89.3440000       91.4330354
    3047       3       7    2001       84.4270000       86.2493462
    3048       4       7    2001       82.0090000       83.4065037
    3049       5       7    2001       73.7560000       80.8538581
    3050       6       7    2001       71.4580000       78.4852672
    3051       7       7    2001       71.4580000       76.2896648
    3052       8       7    2001       71.4580000       74.2552738
    3053       9       7    2001       62.5290000       72.3605739
    3054      10       7    2001       60.3620000       70.5902539
    3055      11       7    2001       66.9410000       69.7858363
    3056      12       7    2001       59.2880000       72.5186200
    3057      13       7    2001       60.3620000       69.2489325
    3058      14       7    2001       66.9410000       66.2567922
    3059      15       7    2001       60.3620000       64.7294226
    3060      16       7    2001       63.6220000       66.3995561
    3061      17       7    2001       66.9410000       69.7193769
    3062      18       7    2001       64.7220000       69.4140563
    3063      19       7    2001       68.0610000       89.6077662
    3064      20       7    2001      123.9860000      127.5021324
    3065      21       7    2001      204.2970000      135.1742845
    3066      22       7    2001      145.5430000      117.2278837
    3067      23       7    2001      110.4970000      105.1038536
    3068      24       7    2001       97.6860000       95.9891072
    3069      25       7    2001       83.0490000       88.3996158
    3070      26       7    2001       83.0490000       82.2476400
    3071      27       7    2001       72.1550000       77.8208412
    3072      28       7    2001       69.8620000       74.8234963
    3073      29       7    2001       66.5080000       74.2939855
    3074      30       7    2001       67.6150000       75.3218060
    3075      31       7    2001       68.7330000       71.4073929
    3076       1       8    2001       60.0990000       68.5078367
    3077       2       8    2001       59.0690000       66.4467835
    3078       3       8    2001       58.0500000       64.5623647
    3079       4       8    2001       52.1600000       62.8142972
    3080       5       8    2001       63.2540000       62.0337952
    3081       6       8    2001       56.0450000       64.1828970
    3082       7       8    2001       56.0450000       61.2613998
    3083       8       8    2001       55.0580000       58.8999892
    3084       9       8    2001       60.0990000       57.6564386
    3085      10       8    2001       49.3560000       60.4001016
    3086      11       8    2001       56.0450000       71.5499055
    3087      12       8    2001       56.0450000       63.1879387
    3088      13       8    2001       52.1600000       57.2666285
    3089      14       8    2001       52.1600000       55.7328113
    3090      15       8    2001       48.4420000       54.4306775
    3091      16       8    2001       50.2800000       53.2132937
    3092      17       8    2001       54.0810000       52.0713861
    3093      18       8    2001       48.4420000       50.9979068
    3094      19       8    2001       49.3560000       49.9865477
    3095      20       8    2001       48.4420000       49.2315145
    3096      21       8    2001       48.4420000       49.6639086
    3097      22       8    2001       47.5380000       48.1158811
    3098      23       8    2001       47.5380000       46.7746879
    3099      24       8    2001       46.6440000       45.9322051
    3100      25       8    2001       44.0230000       45.1703400
    3101      26       8    2001       40.6660000       44.4449514
    3102      27       8    2001       41.4900000       43.7514436
    3103      28       8    2001       42.3250000       43.0871580
    3104      29       8    2001       42.3250000       42.4497126
    3105      30       8    2001       40.6660000       41.8375938
    3106      31       8    2001       40.6660000       58.1584646
    3107       1       9    2001       49.3560000       75.3999505
    3108       2       9    2001       47.5380000       55.1831778
    3109       3       9    2001       53.1150000       48.8015801
    3110       4       9    2001       53.1150000       74.2815728
    3111       5       9    2001       75.6810000      101.8684428
    3112       6       9    2001       86.8940000       78.6573690
    3113       7       9    2001       66.5080000       68.8356419
    3114       8       9    2001       68.7330000       65.7415921
    3115       9       9    2001       61.1400000       78.4239200
    3116      10       9    2001       74.4940000       78.0040601
    3117      11       9    2001       76.8800000       68.9800451
    3118      12       9    2001       61.1400000       67.5068579
    3119      13       9    2001       57.0420000       63.1044030
    3120      14       9    2001       61.1400000      121.6285822
    3121      15       9    2001      297.8570000      248.8999433
    3122      16       9    2001      259.8680000      260.7913784
    3123      17       9    2001      279.6320000      299.9558764
    3124      18       9    2001      236.9220000      280.0488274
    3125      19       9    2001      194.1670000      241.1024548
    3126      20       9    2001      167.8460000      207.0788749
    3127      21       9    2001      140.8570000      177.1838649
    3128      22       9    2001      131.5860000      153.4777711
    3129      23       9    2001      137.7510000      208.8820324
    3130      24       9    2001      442.7140000      381.1832861
    3131      25       9    2001      444.6770000      443.5183467
    3132      26       9    2001      591.8520000      541.1361955
    3133      27       9    2001      450.5730000      500.7498117
    3134      28       9    2001      353.8430000      423.6286255
    3135      29       9    2001      276.0160000      357.2194031
    3136      30       9    2001      242.1760000      313.8017471
    3137       1      10    2001      235.1760000      306.8236581
    3138       2      10    2001      214.4530000      270.0028755
    3139       3      10    2001      197.5160000      229.8923951
    3140       4      10    2001      185.8500000      234.2094448
    3141       5      10    2001      243.9330000      278.9629562
    3142       6      10    2001      207.6410000      249.6999351
    3143       7      10    2001      179.2560000      224.5977524
    3144       8      10    2001      207.6410000      253.4718103
    3145       9      10    2001      247.4550000      231.7825185
    3146      10      10    2001      190.8300000      196.1090935
    3147      11      10    2001      163.0080000      169.2748255
    3148      12      10    2001      143.9770000      147.9036862
    3149      13      10    2001      123.9650000      131.2632976
    3150      14      10    2001      107.5480000      118.4799444
    3151      15      10    2001      109.0200000      108.2726238
    3152      16      10    2001      107.5480000       99.9936066
    3153      17      10    2001      104.6160000       93.8188674
    3154      18      10    2001       90.8480000       88.8597661
    3155      19      10    2001       92.1910000       84.7984204
    3156      20      10    2001       79.3120000       85.6631594
    3157      21      10    2001       75.6810000      104.7684847
    3158      22      10    2001      106.0800000      125.1786356
    3159      23      10    2001      107.5480000      115.0133675
    3160      24      10    2001       94.9130000      103.4057528
    3161      25      10    2001       84.3180000       96.5650671
    3162      26      10    2001       86.8940000       91.0329444
    3163      27      10    2001       78.0900000       85.9872139
    3164      28      10    2001       75.6810000       81.5359205
    3165      29      10    2001       74.4940000       77.7866228
    3166      30      10    2001       76.8800000       74.8027030
    3167      31      10    2001       71.0030000       72.1608069
    3168       1      11    2001       66.5080000       69.7318494
    3169       2      11    2001       66.5080000       67.4911459
    3170       3      11    2001       67.6150000       65.4201399
    3171       4      11    2001       63.2540000       63.5022927
    3172       5      11    2001       62.1910000       61.7228127
    3173       6      11    2001       61.1400000       60.0685084
    3174       7      11    2001       61.1400000       58.5372388
    3175       8      11    2001       62.1910000       75.3735589
    3176       9      11    2001       81.7910000      106.9344077
    3177      10      11    2001      119.4400000      108.7808364
    3178      11      11    2001      104.6160000      108.7910666
    3179      12      11    2001      166.2300000      146.9333505
    3180      13      11    2001      257.6110000      165.9092912
    3181      14      11    2001      188.4600000      166.0183984
    3182      15      11    2001      166.6720000      149.3852711
    3183      16      11    2001      140.0760000      130.8819593
    3184      17      11    2001      119.7480000      116.8451008
    3185      18      11    2001      108.7560000      106.4821091
    3186      19      11    2001      107.4140000      101.0511551
    3187      20      11    2001      103.4280000       95.1955901
    3188      21      11    2001       93.1030000       90.3060798
    3189      22      11    2001       96.9240000       90.5021389
    3190      23      11    2001       88.1050000       93.8251519
    3191      24      11    2001       89.3440000       89.8431512
    3192      25      11    2001       83.2150000       84.7954445
    3193      26      11    2001       77.2530000       80.3843497
    3194      27      11    2001       78.4320000       82.3384080
    3195      28      11    2001       77.2530000       94.1994946
    3196      29      11    2001       80.8100000       90.7789943
    3197      30      11    2001       74.9150000       85.6592616
    3198       1      12    2001       70.3190000       81.4208635
    3199       2      12    2001       70.3190000       77.5824288
    3200       3      12    2001       65.8280000       74.0557180
    3201       4      12    2001       65.8280000       70.8680953
    3202       5      12    2001       69.1870000       68.0511601
    3203       6      12    2001       65.8280000       65.8251381
    3204       7      12    2001       66.9410000       65.1440485
    3205       8      12    2001       65.8280000       63.5560368
    3206       9      12    2001       61.4420000       61.5238474
    3207      10      12    2001       56.1050000       59.6616799
    3208      11      12    2001       55.0570000       57.9416863
    3209      12      12    2001       59.2880000       56.3435156
    3210      13      12    2001       56.1050000       54.8555567
    3211      14      12    2001       56.1050000       53.4675426
    3212      15      12    2001       52.9800000       52.1702493
    3213      16      12    2001       51.9230000       50.9553827
    3214      17      12    2001       51.9230000       49.8154792
    3215      18      12    2001       51.9230000       48.7438180
    3216      19      12    2001       50.9160000       47.7343428
    3217      20      12    2001       49.9320000       46.7823571
    3218      21      12    2001       48.0290000       45.9080049
    3219      22      12    2001       48.0290000       45.1191478
    3220      23      12    2001       48.9690000       44.5692458
    3221      24      12    2001       48.0290000       43.8435052
    3222      25      12    2001       46.2120000       43.0832786
    3223      26      12    2001       48.0290000       42.7403658
    3224      27      12    2001       51.9230000       43.8335852
    3225      28      12    2001       49.9320000       43.2284931
    3226      29      12    2001       50.9160000       53.1979059
    3227      30      12    2001       80.8100000       67.5195185
    3228      31      12    2001      112.8250000       65.4574452
    3229       1       1    2002       96.9240000       61.3084602
    3230       2       1    2002       82.0090000       58.5585745
    3231       3       1    2002       68.0610000       56.4136570
    3232       4       1    2002       57.1590000       54.4770347
    3233       5       1    2002       56.1050000       52.6899467
    3234       6       1    2002       55.0570000       51.0375833
    3235       7       1    2002       54.0150000       49.5070135
    3236       8       1    2002       49.9320000       48.0866491
    3237       9       1    2002       48.0290000       46.7660956
    3238      10       1    2002       49.9320000       45.5360221
    3239      11       1    2002       48.9690000       44.3880465
    3240      12       1    2002       49.9320000       43.3146329
    3241      13       1    2002       45.3360000       42.3090016
    3242      14       1    2002       45.3360000       41.3650485
    3243      15       1    2002       43.6470000       40.4772739
    3244      16       1    2002       43.6470000       39.6407194
    3245      17       1    2002       42.8340000       38.8509110
    3246      18       1    2002       42.8340000       38.1038095
    3247      19       1    2002       43.6470000       37.3957654
    3248      20       1    2002       42.0420000       36.7252762
    3249      21       1    2002       42.8340000       36.4931444
    3250      22       1    2002       42.8340000       40.0435053
    3251      23       1    2002       48.0290000       49.2322104
    3252      24       1    2002       56.1050000       77.8637492
    3253      25       1    2002       95.6430000      106.5883726
    3254      26       1    2002       95.6430000       99.7808862
    3255      27       1    2002       89.3440000       92.0427634
    3256      28       1    2002       82.0090000       86.1281877
    3257      29       1    2002       76.0810000       86.9903342
    3258      30       1    2002       71.4580000       86.5601229
    3259      31       1    2002       71.4580000       85.0064238
    3260       1       2    2002       72.6040000       79.7173284
    3261       2       2    2002       68.0610000       76.7399669
    3262       3       2    2002       61.4420000       75.4768932
    3263       4       2    2002       58.2200000       74.2600886
    3264       5       2    2002       58.2200000       71.7116647
    3265       6       2    2002       54.0150000       84.5440213
    3266       7       2    2002       66.9410000      122.6225939
    3267       8       2    2002      115.5730000      121.9045582
    3268       9       2    2002      111.4620000      106.3143875
    3269      10       2    2002      103.4280000       94.8771570
    3270      11       2    2002       90.5900000       86.7989536
    3271      12       2    2002       82.0090000       80.2577193
    3272      13       2    2002       76.0810000       74.6692223
    3273      14       2    2002       70.3190000       71.7258399
    3274      15       2    2002       69.1870000       72.5953030
    3275      16       2    2002       64.7220000       68.3001286
    3276      17       2    2002       68.0610000       77.5024766
    3277      18       2    2002      111.4620000      100.8321836
    3278      19       2    2002      174.9010000       96.9172682
    3279      20       2    2002      174.9010000      100.3280250
    3280      21       2    2002      169.9410000      126.2247954
    3281      22       2    2002      169.9410000      152.1101786
    3282      23       2    2002      158.6280000      138.7236783
    3283      24       2    2002      138.5770000      131.3696959
    3284      25       2    2002      122.5660000      123.5396936
    3285      26       2    2002      106.0780000      110.6151713
    3286      27       2    2002       99.5050000      105.1164429
    3287      28       2    2002       99.5050000      143.9409497
    3288       1       3    2002      178.2460000      217.1441094
    3289       2       3    2002      197.1820000      228.7238064
    3290       3       3    2002      228.2800000      227.1573425
    3291       4       3    2002      217.0470000      221.9657508
    3292       5       3    2002      183.3190000      194.2015177
    3293       6       3    2002      150.7700000      171.5891649
    3294       7       3    2002      131.1920000      164.5545130
    3295       8       3    2002      137.0860000      145.4259344
    3296       9       3    2002      121.1540000      126.6270959
    3297      10       3    2002      106.0780000      112.7314043
    3298      11       3    2002      102.1130000      101.3094932
    3299      12       3    2002       98.2110000       92.2077276
    3300      13       3    2002       98.2110000       85.3415974
    3301      14       3    2002       86.8720000       79.8822012
    3302      15       3    2002       89.3440000       75.1308232
    3303      16       3    2002       85.6460000       71.0178411
    3304      17       3    2002       79.6180000       67.7427690
    3305      18       3    2002       77.2530000       64.9584426
    3306      19       3    2002       74.9150000       62.4196693
    3307      20       3    2002       71.4580000       60.0885230
    3308      21       3    2002       76.0810000       60.8126737
    3309      22       3    2002       78.4320000       61.0503183
    3310      23       3    2002       73.7560000       58.1413766
    3311      24       3    2002       71.4580000       56.0193827
    3312      25       3    2002       65.8280000       54.1661916
    3313      26       3    2002       64.7220000       52.4560996
    3314      27       3    2002       59.2880000       50.8724576
    3315      28       3    2002       65.8280000       49.4031887
    3316      29       3    2002       61.4420000       48.0374929
    3317      30       3    2002       58.2200000       46.7656774
    3318      31       3    2002       57.1590000       45.5790355
    3319       1       4    2002       52.9800000       44.4697409
    3320       2       4    2002       52.9800000       43.4307533
    3321       3       4    2002       52.9800000       42.4557347
    3322       4       4    2002       55.0570000       41.5389755
    3323       5       4    2002       51.9230000       40.8696756
    3324       6       4    2002       50.9160000       40.8915114
    3325       7       4    2002       49.9320000       40.0559516
    3326       8       4    2002       48.9690000       40.6240485
    3327       9       4    2002       50.9160000       52.9064353
    3328      10       4    2002       58.2200000       61.9856668
    3329      11       4    2002       58.2200000       71.3872384
    3330      12       4    2002       94.3700000      118.3036052
    3331      13       4    2002      297.0530000      189.0765249
    3332      14       4    2002      293.2600000      201.7480558
    3333      15       4    2002      217.0470000      204.0273061
    3334      16       4    2002      200.7240000      204.4609096
    3335      17       4    2002      176.5700000      187.0575709
    3336      18       4    2002      157.0420000      172.8742420
    3337      19       4    2002      134.1240000      159.3713039
    3338      20       4    2002      125.4130000      155.2578732
    3339      21       4    2002      147.6780000      176.7907959
    3340      22       4    2002      160.2220000      165.7836464
    3341      23       4    2002      153.8910000      145.3429464
    3342      24       4    2002      143.0950000      126.1000956
    3343      25       4    2002      129.7370000      111.4299507
    3344      26       4    2002      118.3490000      100.8786682
    3345      27       4    2002      143.0950000      122.7740760
    3346      28       4    2002      204.2970000      172.4747371
    3347      29       4    2002      174.9010000      160.8008336
    3348      30       4    2002      157.0420000      139.0337269
    3349       1       5    2002      135.6010000      120.6415617
    3350       2       5    2002      129.7370000      106.8004827
    3351       3       5    2002      119.7480000       97.4925705
    3352       4       5    2002      112.8250000       94.9791314
    3353       5       5    2002      125.4130000      103.8419991
